EXP,WKS,OCC,IND,SOUTH,SMSA,MS,FEM,UNION,ED,BLK,LWAGE,EXPSQ,YEAR,LOGWKS,ID,EXPB,WKSB,OCCB,INDB,SOUTHB,SMSAB,UNIONB,EXPSQB                    
31,49,0,1,0,1,1,0,0,16,0,6.9057500,961,2,3.8918203,32,33,48.4285714,0,1,0,1,0,1093                  
32,49,0,1,0,1,1,0,0,16,0,7.4673700,1024,3,3.8918203,32,33,48.4285714,0,1,0,1,0,1093                 
33,48,0,1,0,1,1,0,0,16,0,7.4085300,1089,4,3.8712010,32,33,48.4285714,0,1,0,1,0,1093                 
34,49,0,1,0,1,1,0,0,16,0,7.6058900,1156,5,3.8918203,32,33,48.4285714,0,1,0,1,0,1093                 
35,47,0,1,0,1,1,0,0,16,0,8.0487900,1225,6,3.8501476,32,33,48.4285714,0,1,0,1,0,1093                 
36,47,0,1,0,1,1,0,0,16,0,7.7406600,1296,7,3.8501476,32,33,48.4285714,0,1,0,1,0,1093                 
14,51,0,0,0,1,1,0,0,16,0,6.9057500,196,1,3.9318256,33,17,49,0,0,0,1,0,293       
15,47,0,0,0,1,1,0,0,16,0,6.9057500,225,2,3.8501476,33,17,49,0,0,0,1,0,293       
16,51,0,0,0,1,1,0,0,16,0,7.1701200,256,3,3.9318256,33,17,49,0,0,0,1,0,293       
17,47,0,0,0,1,1,0,0,16,0,7.2793200,289,4,3.8501476,33,17,49,0,0,0,1,0,293       
18,48,0,0,0,1,1,0,0,16,0,7.2406500,324,5,3.8712010,33,17,49,0,0,0,1,0,293       
19,50,0,0,0,1,1,0,0,16,0,7.3777600,361,6,3.9120230,33,17,49,0,0,0,1,0,293       
20,49,0,0,0,1,1,0,0,16,0,7.4673700,400,7,3.8918203,33,17,49,0,0,0,1,0,293       
45,48,1,0,1,0,1,0,0,8,0,5.7589000,2025,1,3.8712010,34,48,48.1428571,1,0,1,0,0,2308                  
46,48,1,0,1,0,1,0,0,8,0,5.8607900,2116,2,3.8712010,34,48,48.1428571,1,0,1,0,0,2308                  
47,48,1,0,1,0,1,0,0,8,0,5.8230500,2209,3,3.8712010,34,48,48.1428571,1,0,1,0,0,2308                  
48,49,1,0,1,0,1,0,0,8,0,5.9480300,2304,4,3.8918203,34,48,48.1428571,1,0,1,0,0,2308                  
49,50,1,0,1,0,1,0,0,8,0,6.2480400,2401,5,3.9120230,34,48,48.1428571,1,0,1,0,0,2308                  
50,48,1,0,1,0,1,0,0,8,0,6.2065800,2500,6,3.8712010,34,48,48.1428571,1,0,1,0,0,2308                  
51,46,1,0,1,0,1,0,0,8,0,5.9839400,2601,7,3.8286414,34,48,48.1428571,1,0,1,0,0,2308                  
8,30,1,0,0,1,1,0,1,13,1,6.5147100,64,1,3.4011974,35,11,43.2857143,1,.8571429,0,1,1,125              
9,49,1,1,0,1,1,0,1,13,1,6.6107000,81,2,3.8918203,35,11,43.2857143,1,.8571429,0,1,1,125              
10,48,1,1,0,1,1,0,1,13,1,6.3969300,100,3,3.8712010,35,11,43.2857143,1,.8571429,0,1,1,125            
11,49,1,1,0,1,1,0,1,13,1,6.7522700,121,4,3.8918203,35,11,43.2857143,1,.8571429,0,1,1,125            
12,34,1,1,0,1,1,0,1,13,1,6.8865300,144,5,3.5263605,35,11,43.2857143,1,.8571429,0,1,1,125            
13,48,1,1,0,1,1,0,1,13,1,7.0121200,169,6,3.8712010,35,11,43.2857143,1,.8571429,0,1,1,125            
14,45,1,1,0,1,1,0,1,13,1,7.0255400,196,7,3.8066625,35,11,43.2857143,1,.8571429,0,1,1,125            
15,52,1,0,1,1,1,0,0,10,0,6.6200700,225,1,3.9512437,36,18,48.2857143,.1428571,0,1,.7142857,0,328     
16,47,0,0,1,1,1,0,0,10,0,6.7742200,256,2,3.8501476,36,18,48.2857143,.1428571,0,1,.7142857,0,328     
17,50,0,0,1,0,1,0,0,10,0,7.1309000,289,3,3.9120230,36,18,48.2857143,.1428571,0,1,.7142857,0,328     
18,50,0,0,1,0,1,0,0,10,0,7.0884100,324,4,3.9120230,36,18,48.2857143,.1428571,0,1,.7142857,0,328     
19,48,0,0,1,1,1,0,0,10,0,7.1309000,361,5,3.8712010,36,18,48.2857143,.1428571,0,1,.7142857,0,328     
20,50,0,0,1,1,1,0,0,10,0,6.9077600,400,6,3.9120230,36,18,48.2857143,.1428571,0,1,.7142857,0,328     
21,41,0,0,1,1,1,0,0,10,0,7.1800700,441,7,3.7135721,36,18,48.2857143,.1428571,0,1,.7142857,0,328     
12,52,0,0,0,1,1,0,0,14,0,6.9057500,144,1,3.9512437,37,15,49.2857143,0,0,0,1,0,229                   
13,47,0,0,0,1,1,0,0,14,0,6.7417000,169,2,3.8501476,37,15,49.2857143,0,0,0,1,0,229                   
14,50,0,0,0,1,1,0,0,14,0,7.0030700,196,3,3.9120230,37,15,49.2857143,0,0,0,1,0,229                   
15,49,0,0,0,1,1,0,0,14,0,7.1309000,225,4,3.8918203,37,15,49.2857143,0,0,0,1,0,229                   
16,50,0,0,0,1,1,0,0,14,0,7.1428300,256,5,3.9120230,37,15,49.2857143,0,0,0,1,0,229                   
17,48,0,0,0,1,1,0,0,14,0,7.2827600,289,6,3.8712010,37,15,49.2857143,0,0,0,1,0,229                   
18,49,0,0,0,1,0,0,0,14,0,7.4091400,324,7,3.8918203,37,15,49.2857143,0,0,0,1,0,229                   
10,48,1,1,0,0,1,0,1,12,0,6.0520900,100,1,3.8712010,38,13,48.4285714,.8571429,1,0,0,1,173            
11,49,1,1,0,0,1,0,1,12,0,6.0520900,121,2,3.8918203,38,13,48.4285714,.8571429,1,0,0,1,173            
12,48,1,1,0,0,1,0,1,12,0,6.0520900,144,3,3.8712010,38,13,48.4285714,.8571429,1,0,0,1,173            
13,48,1,1,0,0,1,0,1,12,0,6.3681900,169,4,3.8712010,38,13,48.4285714,.8571429,1,0,0,1,173            
14,49,1,1,0,0,1,0,1,12,0,6.4361500,196,5,3.8918203,38,13,48.4285714,.8571429,1,0,0,1,173            
15,48,0,1,0,0,1,0,1,12,0,6.5496500,225,6,3.8712010,38,13,48.4285714,.8571429,1,0,0,1,173            
16,49,1,1,0,0,1,0,1,12,0,6.5220900,256,7,3.8918203,38,13,48.4285714,.8571429,1,0,0,1,173            
6,47,0,0,0,1,1,0,0,13,0,6.4769700,36,1,3.8501476,39,9,49.8571429,0,0,0,1,0,85   
7,51,0,0,0,1,0,0,0,13,0,6.5861700,49,2,3.9318256,39,9,49.8571429,0,0,0,1,0,85   
8,48,0,0,0,1,0,0,0,13,0,6.4769700,64,3,3.8712010,39,9,49.8571429,0,0,0,1,0,85   
9,50,0,0,0,1,0,0,0,13,0,6.5294200,81,4,3.9120230,39,9,49.8571429,0,0,0,1,0,85   
10,50,0,0,0,1,0,0,0,13,0,6.8023900,100,5,3.9120230,39,9,49.8571429,0,0,0,1,0,85 
11,52,0,0,0,1,0,0,0,13,0,6.7799200,121,6,3.9512437,39,9,49.8571429,0,0,0,1,0,85 
12,51,0,0,0,1,1,0,0,13,0,6.8079300,144,7,3.9318256,39,9,49.8571429,0,0,0,1,0,85 
30,47,0,0,1,0,1,0,1,8,0,6.3578400,900,1,3.8501476,40,33,41.7142857,0,0,1,0,1,1093                   
31,39,0,0,1,0,1,0,1,8,0,6.4997900,961,2,3.6635616,40,33,41.7142857,0,0,1,0,1,1093                   
32,32,0,0,1,0,1,0,1,8,0,6.5820300,1024,3,3.4657359,40,33,41.7142857,0,0,1,0,1,1093                  
33,35,0,0,1,0,1,0,1,8,0,6.6945600,1089,4,3.5553481,40,33,41.7142857,0,0,1,0,1,1093                  
34,47,0,0,1,0,1,0,1,8,0,6.7878400,1156,5,3.8501476,40,33,41.7142857,0,0,1,0,1,1093                  
35,45,0,0,1,0,1,0,1,8,0,6.9077600,1225,6,3.8066625,40,33,41.7142857,0,0,1,0,1,1093                  
36,47,0,0,1,0,1,0,1,8,0,7.3581900,1296,7,3.8501476,40,33,41.7142857,0,0,1,0,1,1093                  
20,50,0,0,1,1,1,0,0,16,0,6.9057500,400,1,3.9120230,41,23,49.2857143,0,0,1,1,0,533                   
21,50,0,0,1,1,1,0,0,16,0,6.9057500,441,2,3.9120230,41,23,49.2857143,0,0,1,1,0,533                   
22,50,0,0,1,1,1,0,0,16,0,7.3777600,484,3,3.9120230,41,23,49.2857143,0,0,1,1,0,533                   
23,50,0,0,1,1,1,0,0,16,0,7.4910900,529,4,3.9120230,41,23,49.2857143,0,0,1,1,0,533                   
24,50,0,0,1,1,1,0,0,16,0,7.5755800,576,5,3.9120230,41,23,49.2857143,0,0,1,1,0,533                   
25,48,0,0,1,1,1,0,0,16,0,7.5283300,625,6,3.8712010,41,23,49.2857143,0,0,1,1,0,533                   
26,47,0,0,1,1,1,0,0,16,0,7.7450000,676,7,3.8501476,41,23,49.2857143,0,0,1,1,0,533                   
30,38,1,1,0,1,0,1,1,12,1,6.2186000,900,1,3.6375862,42,33,45.8571429,1,.7142857,0,1,1,1093           
31,41,1,0,0,1,0,1,1,12,1,6.4937500,961,2,3.7135721,42,33,45.8571429,1,.7142857,0,1,1,1093           
32,51,1,0,0,1,0,1,1,12,1,6.5806400,1024,3,3.9318256,42,33,45.8571429,1,.7142857,0,1,1,1093          
33,50,1,1,0,1,0,1,1,12,1,6.6896000,1089,4,3.9120230,42,33,45.8571429,1,.7142857,0,1,1,1093          
34,42,1,1,0,1,0,1,1,12,1,6.7934700,1156,5,3.7376696,42,33,45.8571429,1,.7142857,0,1,1,1093          
35,50,1,1,0,1,0,1,1,12,1,6.9246100,1225,6,3.9120230,42,33,45.8571429,1,.7142857,0,1,1,1093          
36,49,1,1,0,1,0,1,1,12,1,7.0255400,1296,7,3.8918203,42,33,45.8571429,1,.7142857,0,1,1,1093          
5,49,0,0,0,1,1,0,0,16,0,6.6846100,25,1,3.8918203,43,8,47.5714286,0,0,0,1,0,68   
6,47,0,0,0,1,1,0,0,16,0,6.8437500,36,2,3.8501476,43,8,47.5714286,0,0,0,1,0,68   
7,48,0,0,0,1,1,0,0,16,0,6.9077600,49,3,3.8712010,43,8,47.5714286,0,0,0,1,0,68   
8,49,0,0,0,1,1,0,0,16,0,7.0030700,64,4,3.8918203,43,8,47.5714286,0,0,0,1,0,68   
9,46,0,0,0,1,1,0,0,16,0,7.1309000,81,5,3.8286414,43,8,47.5714286,0,0,0,1,0,68   
10,45,0,0,0,1,1,0,0,16,0,7.4085300,100,6,3.8066625,43,8,47.5714286,0,0,0,1,0,68 
11,49,0,0,0,1,1,0,0,16,0,7.4383800,121,7,3.8918203,43,8,47.5714286,0,0,0,1,0,68 
7,48,0,1,0,1,1,0,0,17,0,6.9057500,49,1,3.8712010,44,10,47,0,1,0,1,0,104         
8,48,0,1,0,1,1,0,0,17,0,6.9057500,64,2,3.8712010,44,10,47,0,1,0,1,0,104         
9,48,0,1,0,1,1,0,0,17,0,7.2078600,81,3,3.8712010,44,10,47,0,1,0,1,0,104         
10,47,0,1,0,1,1,0,0,17,0,7.3132200,100,4,3.8501476,44,10,47,0,1,0,1,0,104       
11,46,0,1,0,1,1,0,0,17,0,7.4383800,121,5,3.8286414,44,10,47,0,1,0,1,0,104       
12,46,0,1,0,1,1,0,0,17,0,7.4933200,144,6,3.8286414,44,10,47,0,1,0,1,0,104       
13,46,0,1,0,1,1,0,0,17,0,7.6009000,169,7,3.8286414,44,10,47,0,1,0,1,0,104       
13,49,0,0,0,1,0,1,0,13,0,6.2245600,169,1,3.8918203,45,16,49.7142857,0,0,0,1,0,260                   
14,50,0,0,0,1,0,1,0,13,0,6.3332800,196,2,3.9120230,45,16,49.7142857,0,0,0,1,0,260                   
15,50,0,0,0,1,0,1,0,13,0,6.3099200,225,3,3.9120230,45,16,49.7142857,0,0,0,1,0,260                   
16,50,0,0,0,1,0,1,0,13,0,6.4769700,256,4,3.9120230,45,16,49.7142857,0,0,0,1,0,260                   
17,50,0,0,0,1,0,1,0,13,0,6.6333200,289,5,3.9120230,45,16,49.7142857,0,0,0,1,0,260                   
18,50,0,0,0,1,0,1,0,13,0,6.6821100,324,6,3.9120230,45,16,49.7142857,0,0,0,1,0,260                   
19,49,0,0,0,1,0,1,0,13,0,6.6528600,361,7,3.8918203,45,16,49.7142857,0,0,0,1,0,260                   
6,42,1,0,0,0,1,0,1,12,0,6.1268700,36,1,3.7376696,46,9,46.1428571,.8571429,0,0,0,1,85                
7,44,1,0,0,0,1,0,1,12,0,6.2324500,49,2,3.7841896,46,9,46.1428571,.8571429,0,0,0,1,85                
8,48,1,0,0,0,1,0,1,12,0,6.3261500,64,3,3.8712010,46,9,46.1428571,.8571429,0,0,0,1,85                
9,47,1,0,0,0,1,0,1,12,0,6.3243600,81,4,3.8501476,46,9,46.1428571,.8571429,0,0,0,1,85                
10,48,1,0,0,0,1,0,1,12,0,6.4677000,100,5,3.8712010,46,9,46.1428571,.8571429,0,0,0,1,85              
11,47,0,0,0,0,1,0,1,12,0,6.6066500,121,6,3.8501476,46,9,46.1428571,.8571429,0,0,0,1,85              
12,47,1,0,0,0,1,0,1,12,0,6.5510800,144,7,3.8501476,46,9,46.1428571,.8571429,0,0,0,1,85              
26,48,0,0,0,1,1,0,0,14,0,6.9057500,676,1,3.8712010,47,29,48,0,0,0,1,0,845       
27,49,0,0,0,1,1,0,0,14,0,6.9057500,729,2,3.8918203,47,29,48,0,0,0,1,0,845       
28,48,0,0,0,1,1,0,0,14,0,7.0475200,784,3,3.8712010,47,29,48,0,0,0,1,0,845       
29,48,0,0,0,1,1,0,0,14,0,7.0900800,841,4,3.8712010,47,29,48,0,0,0,1,0,845       
30,48,0,0,0,1,1,0,0,14,0,7.2078600,900,5,3.8712010,47,29,48,0,0,0,1,0,845       
31,47,0,0,0,1,1,0,0,14,0,7.1180200,961,6,3.8501476,47,29,48,0,0,0,1,0,845       
32,48,0,0,0,1,1,0,0,14,0,7.0900800,1024,7,3.8712010,47,29,48,0,0,0,1,0,845      
26,50,0,1,0,1,0,0,0,16,0,6.9057500,676,1,3.9120230,48,29,48.2857143,0,1,0,1,0,845                   
27,50,0,1,0,1,0,0,0,16,0,6.9057500,729,2,3.9120230,48,29,48.2857143,0,1,0,1,0,845                   
28,50,0,1,0,1,0,0,0,16,0,7.1309000,784,3,3.9120230,48,29,48.2857143,0,1,0,1,0,845                   
29,50,0,1,0,1,0,0,0,16,0,7.2262100,841,4,3.9120230,48,29,48.2857143,0,1,0,1,0,845                   
30,48,0,1,0,1,1,0,0,16,0,7.1309000,900,5,3.8712010,48,29,48.2857143,0,1,0,1,0,845                   
31,41,0,1,0,1,1,0,0,16,0,7.3132200,961,6,3.7135721,48,29,48.2857143,0,1,0,1,0,845                   
32,49,0,1,0,1,0,0,0,16,0,7.4383800,1024,7,3.8918203,48,29,48.2857143,0,1,0,1,0,845                  
31,47,0,1,0,0,1,0,0,16,0,6.9057500,961,1,3.8501476,49,34,47.4285714,0,1,0,0,0,1160                  
32,46,0,1,0,0,1,0,0,16,0,6.9057500,1024,2,3.8286414,49,34,47.4285714,0,1,0,0,0,1160                 
33,47,0,1,0,0,1,0,0,16,0,7.6009000,1089,3,3.8501476,49,34,47.4285714,0,1,0,0,0,1160                 
34,48,0,1,0,0,1,0,0,16,0,7.6760100,1156,4,3.8712010,49,34,47.4285714,0,1,0,0,0,1160                 
35,47,0,1,0,0,1,0,0,16,0,7.7021000,1225,5,3.8501476,49,34,47.4285714,0,1,0,0,0,1160                 
36,49,0,1,0,0,1,0,0,16,0,7.6962100,1296,6,3.8918203,49,34,47.4285714,0,1,0,0,0,1160                 
37,48,0,1,0,0,1,0,0,16,0,7.8208400,1369,7,3.8712010,49,34,47.4285714,0,1,0,0,0,1160                 
31,50,0,0,0,1,0,1,1,12,0,6.2709900,961,1,3.9120230,50,34,41.7142857,0,0,0,1,1,1160                  
32,45,0,0,0,1,0,1,1,12,0,6.3985900,1024,2,3.8066625,50,34,41.7142857,0,0,0,1,1,1160                 
33,43,0,0,0,1,0,1,1,12,0,6.4831100,1089,3,3.7612001,50,34,41.7142857,0,0,0,1,1,1160                 
34,48,0,0,0,1,0,1,1,12,0,6.5567800,1156,4,3.8712010,50,34,41.7142857,0,0,0,1,1,1160                 
35,46,0,0,0,1,0,1,1,12,0,6.6554400,1225,5,3.8286414,50,34,41.7142857,0,0,0,1,1,1160                 
36,32,0,0,0,1,0,1,1,12,0,6.7487600,1296,6,3.4657359,50,34,41.7142857,0,0,0,1,1,1160                 
37,28,0,0,0,1,0,1,1,12,0,6.8490700,1369,7,3.3322045,50,34,41.7142857,0,0,0,1,1,1160                 
31,45,0,1,0,1,1,0,0,17,0,6.9057500,961,1,3.8066625,51,34,46.7142857,0,.8571429,0,1,0,1160           
32,48,0,1,0,1,1,0,0,17,0,6.9057500,1024,2,3.8712010,51,34,46.7142857,0,.8571429,0,1,0,1160          
33,48,0,1,0,1,1,0,0,17,0,7.6009000,1089,3,3.8712010,51,34,46.7142857,0,.8571429,0,1,0,1160          
34,47,0,0,0,1,1,0,0,17,0,7.6496900,1156,4,3.8501476,51,34,46.7142857,0,.8571429,0,1,0,1160          
35,48,0,1,0,1,1,0,0,17,0,7.8240500,1225,5,3.8712010,51,34,46.7142857,0,.8571429,0,1,0,1160          
36,47,0,1,0,1,1,0,0,17,0,7.8632700,1296,6,3.8501476,51,34,46.7142857,0,.8571429,0,1,0,1160          
37,44,0,1,0,1,1,0,0,17,0,7.9193600,1369,7,3.7841896,51,34,46.7142857,0,.8571429,0,1,0,1160          
25,46,0,0,0,1,1,0,0,16,0,6.9057500,625,1,3.8286414,52,28,48.1428571,0,0,0,1,.1428571,788            
26,49,0,0,0,1,1,0,0,16,0,6.9057500,676,2,3.8918203,52,28,48.1428571,0,0,0,1,.1428571,788            
27,49,0,0,0,1,1,0,0,16,0,7.2442300,729,3,3.8918203,52,28,48.1428571,0,0,0,1,.1428571,788            
28,48,0,0,0,1,1,0,0,16,0,7.1309000,784,4,3.8712010,52,28,48.1428571,0,0,0,1,.1428571,788            
29,48,0,0,0,1,1,0,0,16,0,7.4673700,841,5,3.8712010,52,28,48.1428571,0,0,0,1,.1428571,788            
30,48,0,0,0,1,1,0,0,16,0,7.6009000,900,6,3.8712010,52,28,48.1428571,0,0,0,1,.1428571,788            
31,49,0,0,0,1,1,0,1,16,0,7.6496900,961,7,3.8918203,52,28,48.1428571,0,0,0,1,.1428571,788            
13,47,0,0,1,0,1,0,0,13,0,6.4361500,169,1,3.8501476,53,16,48,.4285714,0,.2857143,0,0,260             
14,49,0,0,1,0,1,0,0,13,0,6.9057500,196,2,3.8918203,53,16,48,.4285714,0,.2857143,0,0,260             
15,48,1,0,0,0,1,0,0,13,0,6.9565500,225,3,3.8712010,53,16,48,.4285714,0,.2857143,0,0,260             
16,49,1,0,0,0,1,0,0,13,0,6.9565500,256,4,3.8918203,53,16,48,.4285714,0,.2857143,0,0,260             
17,48,0,0,0,0,1,0,0,13,0,7.0604800,289,5,3.8712010,53,16,48,.4285714,0,.2857143,0,0,260             
18,47,1,0,0,0,1,0,0,13,0,7.2078600,324,6,3.8501476,53,16,48,.4285714,0,.2857143,0,0,260             
19,48,0,0,0,0,1,0,0,13,0,7.2078600,361,7,3.8712010,53,16,48,.4285714,0,.2857143,0,0,260             
13,47,1,1,0,0,1,0,1,11,0,6.5117500,169,1,3.8501476,54,16,49.8571429,1,1,0,0,1,260                   
14,52,1,1,0,0,1,0,1,11,0,6.5903000,196,2,3.9512437,54,16,49.8571429,1,1,0,0,1,260                   
15,51,1,1,0,0,1,0,1,11,0,6.6846100,225,3,3.9318256,54,16,49.8571429,1,1,0,0,1,260                   
16,51,1,1,0,0,1,0,1,11,0,6.7452400,256,4,3.9318256,54,16,49.8571429,1,1,0,0,1,260                   
17,49,1,1,0,0,1,0,1,11,0,6.8977000,289,5,3.8918203,54,16,49.8571429,1,1,0,0,1,260                   
18,49,1,1,0,0,1,0,1,11,0,7.0775000,324,6,3.8918203,54,16,49.8571429,1,1,0,0,1,260                   
19,50,1,1,0,0,1,0,1,11,0,7.1000300,361,7,3.9120230,54,16,49.8571429,1,1,0,0,1,260                   
32,49,1,1,0,1,1,0,1,8,0,6.6541500,1024,1,3.8918203,55,35,47.8571429,1,1,0,1,1,1229                  
33,49,1,1,0,1,1,0,1,8,0,6.8501300,1089,2,3.8918203,55,35,47.8571429,1,1,0,1,1,1229                  
34,49,1,1,0,1,1,0,1,8,0,6.8564600,1156,3,3.8918203,55,35,47.8571429,1,1,0,1,1,1229                  
35,47,1,1,0,1,1,0,1,8,0,6.9236300,1225,4,3.8501476,55,35,47.8571429,1,1,0,1,1,1229                  
36,48,1,1,0,1,1,0,1,8,0,7.0414100,1296,5,3.8712010,55,35,47.8571429,1,1,0,1,1,1229                  
37,47,1,1,0,1,1,0,1,8,0,7.1333000,1369,6,3.8501476,55,35,47.8571429,1,1,0,1,1,1229                  
38,46,1,1,0,1,1,0,1,8,0,7.2078600,1444,7,3.8286414,55,35,47.8571429,1,1,0,1,1,1229                  
23,51,1,1,1,0,1,0,0,12,0,6.1092500,529,1,3.9318256,56,26,50.2857143,1,1,1,0,0,680                   
24,49,1,1,1,0,1,0,0,12,0,6.1633100,576,2,3.8918203,56,26,50.2857143,1,1,1,0,0,680                   
25,52,1,1,1,0,1,0,0,12,0,6.3332800,625,3,3.9512437,56,26,50.2857143,1,1,1,0,0,680                   
26,52,1,1,1,0,1,0,0,12,0,6.3332800,676,4,3.9512437,56,26,50.2857143,1,1,1,0,0,680                   
27,48,1,1,1,0,1,0,0,12,0,6.4377500,729,5,3.8712010,56,26,50.2857143,1,1,1,0,0,680                   
28,50,1,1,1,0,1,0,0,12,0,6.5861700,784,6,3.9120230,56,26,50.2857143,1,1,1,0,0,680                   
29,50,1,1,1,0,1,0,0,12,0,6.5337900,841,7,3.9120230,56,26,50.2857143,1,1,1,0,0,680                   
21,47,1,0,1,1,1,0,0,11,0,6.0402500,441,1,3.8501476,57,24,48.1428571,.4285714,0,1,1,0,580            
22,49,1,0,1,1,1,0,0,11,0,6.2897200,484,2,3.8918203,57,24,48.1428571,.4285714,0,1,1,0,580            
23,49,1,0,1,1,1,0,0,11,0,6.0161600,529,3,3.8918203,57,24,48.1428571,.4285714,0,1,1,0,580            
24,49,0,0,1,1,1,0,0,11,0,6.5778600,576,4,3.8918203,57,24,48.1428571,.4285714,0,1,1,0,580            
25,47,0,0,1,1,1,0,0,11,0,6.5510800,625,5,3.8501476,57,24,48.1428571,.4285714,0,1,1,0,580            
26,48,0,0,1,1,1,0,0,11,0,6.5323300,676,6,3.8712010,57,24,48.1428571,.4285714,0,1,1,0,580            
27,48,0,0,1,1,1,0,0,11,0,6.3135500,729,7,3.8712010,57,24,48.1428571,.4285714,0,1,1,0,580            
37,49,1,1,0,1,1,0,1,14,0,6.5510800,1369,1,3.8918203,58,40,47,1,1,0,1,.7142857,1604                  
38,48,1,1,0,1,1,0,1,14,0,6.6846100,1444,2,3.8712010,58,40,47,1,1,0,1,.7142857,1604                  
39,40,1,1,0,1,1,0,1,14,0,6.6970300,1521,3,3.6888795,58,40,47,1,1,0,1,.7142857,1604                  
40,48,1,1,0,1,1,0,0,14,0,6.9077600,1600,4,3.8712010,58,40,47,1,1,0,1,.7142857,1604                  
41,48,1,1,0,1,1,0,1,14,0,7.0030700,1681,5,3.8712010,58,40,47,1,1,0,1,.7142857,1604                  
42,48,1,1,0,1,1,0,1,14,0,7.1624000,1764,6,3.8712010,58,40,47,1,1,0,1,.7142857,1604                  
43,48,1,1,0,1,1,0,0,14,0,7.1309000,1849,7,3.8712010,58,40,47,1,1,0,1,.7142857,1604                  
26,48,0,1,0,1,1,0,0,17,0,6.9057500,676,1,3.8712010,59,29,47.4285714,0,1,0,1,0,845                   
27,49,0,1,0,1,1,0,0,17,0,6.9057500,729,2,3.8918203,59,29,47.4285714,0,1,0,1,0,845                   
28,48,0,1,0,1,1,0,0,17,0,7.3460100,784,3,3.8712010,59,29,47.4285714,0,1,0,1,0,845                   
29,47,0,1,0,1,1,0,0,17,0,7.4383800,841,4,3.8501476,59,29,47.4285714,0,1,0,1,0,845                   
30,46,0,1,0,1,1,0,0,17,0,7.4815600,900,5,3.8286414,59,29,47.4285714,0,1,0,1,0,845                   
31,48,0,1,0,1,1,0,0,17,0,7.6009000,961,6,3.8712010,59,29,47.4285714,0,1,0,1,0,845                   
32,46,0,1,0,1,1,0,0,17,0,7.6496900,1024,7,3.8286414,59,29,47.4285714,0,1,0,1,0,845                  
18,46,0,0,0,1,0,1,1,11,1,5.9763500,324,1,3.8286414,60,21,45.1428571,.4285714,0,0,1,1,445            
19,39,0,0,0,1,0,1,1,11,1,6.0402500,361,2,3.6635616,60,21,45.1428571,.4285714,0,0,1,1,445            
20,44,0,0,0,1,0,1,1,11,1,6.0402500,400,3,3.7841896,60,21,45.1428571,.4285714,0,0,1,1,445            
21,49,1,0,0,1,0,1,1,11,1,6.0402500,441,4,3.8918203,60,21,45.1428571,.4285714,0,0,1,1,445            
22,48,0,0,0,1,0,1,1,11,1,6.1203000,484,5,3.8712010,60,21,45.1428571,.4285714,0,0,1,1,445            
23,47,1,0,0,1,0,1,1,11,1,6.2186000,529,6,3.8501476,60,21,45.1428571,.4285714,0,0,1,1,445            
24,43,1,0,0,1,0,1,1,11,1,6.1717000,576,7,3.7612001,60,21,45.1428571,.4285714,0,0,1,1,445            
24,50,0,0,0,1,0,1,1,17,0,6.7855900,576,1,3.9120230,61,27,41.5714286,0,0,0,1,.1428571,733            
25,51,0,0,0,1,0,1,0,17,0,6.8885700,625,2,3.9318256,61,27,41.5714286,0,0,0,1,.1428571,733            
26,51,0,0,0,1,0,1,0,17,0,6.8875500,676,3,3.9318256,61,27,41.5714286,0,0,0,1,.1428571,733            
27,50,0,0,0,1,0,1,0,17,0,6.9688500,729,4,3.9120230,61,27,41.5714286,0,0,0,1,.1428571,733            
28,22,0,0,0,1,0,1,0,17,0,6.8564600,784,5,3.0910425,61,27,41.5714286,0,0,0,1,.1428571,733            
29,41,0,0,0,1,0,1,0,17,0,6.7381500,841,6,3.7135721,61,27,41.5714286,0,0,0,1,.1428571,733            
30,26,0,0,0,1,0,1,0,17,0,7.1309000,900,7,3.2580965,61,27,41.5714286,0,0,0,1,.1428571,733            
7,50,1,0,1,0,1,0,0,16,0,6.5806400,49,1,3.9120230,62,10,49.5714286,1,.8571429,1,0,0,104              
8,50,1,1,1,0,1,0,0,16,0,6.8351800,64,2,3.9120230,62,10,49.5714286,1,.8571429,1,0,0,104              
9,50,1,1,1,0,1,0,0,16,0,6.9127400,81,3,3.9120230,62,10,49.5714286,1,.8571429,1,0,0,104              
10,50,1,1,1,0,1,0,0,16,0,6.9584500,100,4,3.9120230,62,10,49.5714286,1,.8571429,1,0,0,104            
11,49,1,1,1,0,1,0,0,16,0,6.9256000,121,5,3.8918203,62,10,49.5714286,1,.8571429,1,0,0,104            
12,49,1,1,1,0,1,0,0,16,0,7.2377800,144,6,3.8918203,62,10,49.5714286,1,.8571429,1,0,0,104            
13,49,1,1,1,0,1,0,0,16,0,7.2724000,169,7,3.8918203,62,10,49.5714286,1,.8571429,1,0,0,104            
11,50,0,0,0,0,1,0,0,17,0,6.9057500,121,1,3.9120230,63,14,49.2857143,0,0,0,0,0,200                   
12,49,0,0,0,0,1,0,0,17,0,6.9057500,144,2,3.8918203,63,14,49.2857143,0,0,0,0,0,200                   
13,50,0,0,0,0,1,0,0,17,0,7.4955400,169,3,3.9120230,63,14,49.2857143,0,0,0,0,0,200                   
14,49,0,0,0,0,1,0,0,17,0,7.5496100,196,4,3.8918203,63,14,49.2857143,0,0,0,0,0,200                   
15,49,0,0,0,0,1,0,0,17,0,7.5256400,225,5,3.8918203,63,14,49.2857143,0,0,0,0,0,200                   
